Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 7820
Event count: 4741863116

Overhead  Symbol
0.05%     libopusV2JNI.so[+115a0]
0.05%     libopusV2JNI.so[+17134]
0.05%     libopusV2JNI.so[+16110]
0.05%     libopusV2JNI.so[+af30]
0.05%     libopusV2JNI.so[+13b90]
0.05%     libopusV2JNI.so[+1710c]
0.05%     libopusV2JNI.so[+115d8]
0.05%     libopusV2JNI.so[+13438]
0.05%     libopusV2JNI.so[+afc8]
0.05%     libopusV2JNI.so[+17018]
0.05%     libopusV2JNI.so[+16d54]
0.05%     libopusV2JNI.so[+15058]
0.05%     libopusV2JNI.so[+11784]
0.05%     libopusV2JNI.so[+14fc8]
0.05%     libopusV2JNI.so[+15008]
0.05%     libopusV2JNI.so[+172dc]
0.05%     libopusV2JNI.so[+1177c]
0.05%     libopusV2JNI.so[+12aec]
0.05%     libopusV2JNI.so[+14a78]
0.05%     libopusV2JNI.so[+14ffc]
0.05%     libopusV2JNI.so[+16ff0]
0.05%     libopusV2JNI.so[+13e2c]
0.05%     libopusV2JNI.so[+aff4]
0.05%     libopusV2JNI.so[+16c48]
0.05%     libopusV2JNI.so[+17240]
0.05%     libopusV2JNI.so[+117e8]
0.05%     libopusV2JNI.so[+12488]
0.05%     libopusV2JNI.so[+15cb8]
0.05%     libopusV2JNI.so[+16c00]
0.05%     libopusV2JNI.so[+16c78]
0.05%     libopusV2JNI.so[+121b4]
0.05%     libopusV2JNI.so[+158b0]
0.05%     libopusV2JNI.so[+16fd0]
0.05%     libopusV2JNI.so[+15e80]
0.05%     libopusV2JNI.so[+137a0]
0.05%     libopusV2JNI.so[+16f6c]
0.05%     libopusV2JNI.so[+15cb4]
0.05%     libopusV2JNI.so[+11770]
0.05%     libopusV2JNI.so[+14bcc]
0.05%     libopusV2JNI.so[+15204]
0.05%     libopusV2JNI.so[+16c58]
0.05%     libopusV2JNI.so[+17150]
0.05%     libopusV2JNI.so[+1198c]
0.05%     libopusV2JNI.so[+16040]
0.05%     libopusV2JNI.so[+16bcc]
0.05%     libopusV2JNI.so[+15488]
0.05%     libopusV2JNI.so[+150b4]
0.05%     libopusV2JNI.so[+17038]
0.05%     libopusV2JNI.so[+15ec0]
0.05%     libopusV2JNI.so[+13b70]
0.05%     libopusV2JNI.so[+15068]
0.05%     libopusV2JNI.so[+17260]
0.05%     libopusV2JNI.so[+1613c]
0.04%     libopusV2JNI.so[+11a14]
0.04%     libopusV2JNI.so[+17230]
0.04%     libopusV2JNI.so[+13be4]
0.04%     libopusV2JNI.so[+17028]
0.04%     libopusV2JNI.so[+15c98]
0.04%     libopusV2JNI.so[+14a2c]
0.04%     libopusV2JNI.so[+14554]
0.04%     libopusV2JNI.so[+1524c]
0.04%     libopusV2JNI.so[+13548]
0.04%     libopusV2JNI.so[+139c0]
0.04%     libopusV2JNI.so[+16f40]
0.04%     libopusV2JNI.so[+afa8]
0.04%     libopusV2JNI.so[+14ab8]
0.04%     libopusV2JNI.so[+1711c]
0.04%     libopusV2JNI.so[+16e14]
0.04%     libopusV2JNI.so[+b004]
0.04%     libopusV2JNI.so[+e8c0]
0.04%     libopusV2JNI.so[+16a90]
0.04%     libopusV2JNI.so[+16c88]
0.04%     libopusV2JNI.so[+15274]
0.04%     libopusV2JNI.so[+17124]
0.04%     libopusV2JNI.so[+1455c]
0.04%     libopusV2JNI.so[+15cc0]
0.04%     libopusV2JNI.so[+16ff4]
0.04%     libopusV2JNI.so[+1592c]
0.04%     libopusV2JNI.so[+14430]
0.04%     libopusV2JNI.so[+1353c]
0.04%     libopusV2JNI.so[+15f14]
0.04%     libopusV2JNI.so[+16dc0]
0.04%     libopusV2JNI.so[+15f20]
0.04%     libopusV2JNI.so[+b010]
0.04%     libopusV2JNI.so[+11584]
0.04%     libopusV2JNI.so[+1350c]
0.04%     libopusV2JNI.so[+138ac]
0.04%     libopusV2JNI.so[+12d58]
0.04%     libopusV2JNI.so[+14a50]
0.04%     libopusV2JNI.so[+172a4]
0.04%     libopusV2JNI.so[+11598]
0.04%     libopusV2JNI.so[+140b0]
0.04%     libopusV2JNI.so[+13618]
0.04%     libopusV2JNI.so[+11dc4]
0.04%     libopusV2JNI.so[+1619c]
0.04%     libopusV2JNI.so[+14f54]
0.04%     libopusV2JNI.so[+13dec]
0.04%     libopusV2JNI.so[+13780]
0.04%     libopusV2JNI.so[+15cd0]
0.04%     libopusV2JNI.so[+12d84]
0.04%     libopusV2JNI.so[+14a24]
0.04%     libopusV2JNI.so[+15cd8]
0.04%     libopusV2JNI.so[+17234]
0.04%     libopusV2JNI.so[+12810]
0.04%     libopusV2JNI.so[+13510]
0.04%     libopusV2JNI.so[+16d7c]
0.04%     libopusV2JNI.so[+13be8]
0.04%     libopusV2JNI.so[+16ec0]
0.04%     libopusV2JNI.so[+17060]
0.04%     libopusV2JNI.so[+152e8]
0.04%     libopusV2JNI.so[+13804]
