Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 5163
Event count: 2558029736

Overhead  Symbol
0.04%     art::mirror::Class::GetDescriptor(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*)
0.04%     art::DexFileLoader::GetBaseLocation(char const*)
0.04%     mterp_op_array_length
0.04%     art::gc::space::RegionSpace::Contains(art::mirror::Object const*) const
0.04%     art::ArtMethod::GetQuickenedInfo()
0.04%     MterpInvokeVirtual
0.04%     art::gc::Heap::IsNonDiscontinuousSpaceHeapAddress(void const*) const
0.04%     mterp_op_move_object
0.04%     mterp_op_iget_boolean_quick
0.04%     art::JniMethodFastEndWithReference(_jobject*, unsigned int, art::Thread*)
0.04%     mterp_op_invoke_static_range
0.04%     art::JNI<false>::IsInstanceOf(_JNIEnv*, _jobject*, _jclass*)
0.04%     art::ClassLinker::LinkInterfaceMethods(art::Thread*, art::Handle<art::mirror::Class>, std::__1::unordered_map<unsigned long, art::ClassLinker::MethodTranslation, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, std::__1::allocator<std::__1::pair<unsigned long const, art::ClassLinker::MethodTranslation> > > const&, bool*, art::ArtMethod**)
0.04%     mterp_op_iput_wide_quick
0.04%     art::JNI<false>::NewByteArray(_JNIEnv*, int)
0.03%     art::mirror::Class::FindStaticField(art::Thread*, art::ObjPtr<art::mirror::Class>, art::ObjPtr<art::mirror::DexCache>, unsigned int)
0.03%     art::ClassHierarchyAnalysis::UpdateAfterLoadingOf(art::Handle<art::mirror::Class>)
0.03%     mterp_op_const_wide
0.03%     mterp_op_cmp_long
0.03%     _jobject* art::Thread::CreateInternalStackTrace<false>(art::ScopedObjectAccessAlreadyRunnable const&) const
0.03%     std::__1::__hash_table<std::__1::__hash_value_type<art::Thread*, art::gc::accounting::AtomicStack<art::mirror::Object>*>, std::__1::__unordered_map_hasher<art::Thread*, std::__1::__hash_value_type<art::Thread*, art::gc::accounting::AtomicStack<art::mirror::Object>*>, std::__1::hash<art::Thread*>, true>, std::__1::__unordered_map_equal<art::Thread*, std::__1::__hash_value_type<art::Thread*, art::gc::accounting::AtomicStack<art::mirror::Object>*>, std::__1::equal_to<art::Thread*>, true>, std::__1::allocator<std::__1::__hash_value_type<art::Thread*, art::gc::accounting::AtomicStack<art::mirror::Object>*> > >::__rehash(unsigned long)
0.03%     art::Thread::Unpark()
0.03%     art::JavaVMExt::DecodeGlobal(void*)
0.03%     art::OatDexFile::GetQuickenedInfoOf(art::DexFile const&, unsigned int) const
0.03%     art::ClassLinker::FindResolvedMethod(art::ObjPtr<art::mirror::Class>, art::ObjPtr<art::mirror::DexCache>, art::ObjPtr<art::mirror::ClassLoader>, unsigned int)
0.03%     art::JNI<false>::NewString(_JNIEnv*, unsigned short const*, int)
0.03%     art::JNI<false>::SetIntField(_JNIEnv*, _jobject*, _jfieldID*, int)
0.03%     art::mirror::PrimitiveArray<signed char>::Alloc(art::Thread*, unsigned long)
0.03%     art::mirror::String::AllocFromUtf16(art::Thread*, int, unsigned short const*)
0.03%     mterp_op_iget_wide
0.03%     art::(anonymous namespace)::ArgArray::BuildArgArrayFromJValues(art::ScopedObjectAccessAlreadyRunnable const&, art::ObjPtr<art::mirror::Object>, jvalue const*)
0.03%     art::ClassLinker::DoLookupString(art::dex::StringIndex, art::ObjPtr<art::mirror::DexCache>)
0.03%     void art::gc::accounting::CardTable::ModifyCardsAtomic<art::gc::AgeCardVisitor, art::VoidFunctor>(unsigned char*, unsigned char*, art::gc::AgeCardVisitor const&, art::VoidFunctor const&)
0.03%     art::Thread::Park(bool, long)
0.03%     art::JNI<false>::GetByteArrayElements(_JNIEnv*, _jbyteArray*, unsigned char*)
